fecha,local,visita,competicion,registrado,pL,pE,pV,over25,btts,marcador,sin_pL,sin_pE,sin_pV,bajas_l,bajas_v,cuota_l,cuota_e,cuota_v,cuota_o25,cuota_u25,gl,gv,resultado
2026-09-14,Como,Parma,I1,2026-09-13 10:31,0.8171310967925021,0.1361875102045318,0.0466813930029658,0.5590593891036665,0.437321620537656,1-0,0.8171348313826913,0.1361857696863448,0.0466793989309639,0.0373726992432028,0.0402063928164578,1.22,5.86,13.15,1.68,2.12,2.0,1.0,L
2026-09-14,Torino,Roma,I1,2026-09-13 10:31,0.1079554482484885,0.2069900395349311,0.6850545122165803,0.5561478933073072,0.5236754827482409,0-1,0.1070315842812953,0.2076177421069636,0.685350673611741,0.1693958215697346,0.0165084605860503,5.71,3.98,1.56,1.77,1.97,0.0,2.0,V
2026-09-14,Gaziantep,Fenerbahce,T1,2026-09-13 10:31,0.1668508693952477,0.2107664834397619,0.6223826471649904,0.6379551468312082,0.5720152435394866,1-2,0.1667966832269935,0.2107965844741184,0.622406732298888,0.1325503355704698,0.1275382971143569,5.29,3.98,1.53,1.7,2.04,0.0,0.0,E
2026-09-14,Rio Ave,Estrela,P1,2026-09-13 10:31,0.3202776028687068,0.3190041583677891,0.360718238763504,0.4569608913767396,0.5324714224548569,1-1,0.3027657293975978,0.3151966980556888,0.3820375725467133,0.1535553980628396,0.2594514455151964,2.7,3.2,2.48,2.03,1.71,3.0,3.0,E
2026-09-14,Celta B,Eibar,SP2,2026-09-13 10:31,0.2781267196323773,0.2970373022680367,0.424835978099586,0.482031029255159,0.5081961120962339,1-1,0.2745071844420323,0.3040972163648741,0.4213955991930935,0.3715596330275229,0.0,3.22,3.06,2.2,2.1,1.67,0.0,4.0,V
2026-09-14,Red Star,Metz,F2,2026-09-13 10:31,0.3198806474701242,0.2932345125554954,0.3868848399743803,0.5044331448952344,0.551156982931144,1-1,0.3196965406392827,0.2933318941679091,0.3869715651928082,0.0210084033613445,0.0012870012870012,2.56,3.22,2.56,1.9,1.82,1.0,0.0,L
2026-09-14,Inter,Udinese,I1,2026-09-13 10:31,0.8071941091121687,0.1382090564521019,0.0545968344357293,0.6625593487967529,0.5248165739131004,2-0,0.8072894696657432,0.1383796371677274,0.0543308931665294,0.0547720115021224,0.3767349636483807,1.25,5.85,11.15,1.53,2.42,5.0,3.0,L
2026-09-14,Leeds,Newcastle,E0,2026-09-13 10:31,0.38778134641175,0.2852578498097544,0.3269608037784954,0.5497462489512146,0.5922628361155192,1-1,0.3890134452348877,0.2845961353693701,0.3263904193957421,0.052754263280579,0.1682890612110212,2.38,3.45,2.81,1.75,2.0,4.0,1.0,L
2026-09-14,Villarreal,Betis,SP1,2026-09-13 10:31,0.5516982765618064,0.2436323770191961,0.2046693464189975,0.6296253687303417,0.6435320968310397,1-1,0.5516982765618064,0.2436323770191961,0.2046693464189975,0.0,0.0,1.88,3.79,3.62,1.54,2.36,1.0,2.0,V
2026-09-14,Moreirense,Maritimo,P1,2026-09-13 10:31,0.3703807731708924,0.3177716749006725,0.3118475519284351,0.3921026389270576,0.5224352519945744,1-1,0.3703807731708924,0.3177716749006725,0.3118475519284351,0.0,0.0,2.4,3.12,2.88,2.21,1.6,3.0,1.0,L
2026-09-14,Sp Braga,Estoril,P1,2026-09-13 10:31,0.6584453092881007,0.2192364827891949,0.1223182079227042,0.6162700462133687,0.5414351278812783,2-1,0.6582197990034327,0.2192741075887003,0.122506093407867,0.0998003992015968,0.0,1.44,4.3,6.41,1.67,2.09,1.0,0.0,L
2026-09-15,Vallecano,Espanol,SP1,2026-09-15 11:26,0.4057446600783479,0.3075989318270409,0.2866564080946111,0.4876183648477897,0.5369235975835092,1-1,0.4052650644699386,0.307844664325295,0.2868902712047663,0.0736902705814623,0.0054773082942097,2.3,3.37,3.03,1.87,1.87,,,
2026-09-15,Ajax,Willem II,N1,2026-09-15 11:26,0.8545342992315695,0.1059419055064263,0.0395237952620041,0.7482433035851679,0.4821218752419132,2-0,0.8543450074981114,0.1061484618723576,0.0395065306295308,0.1220850480109739,0.184757505773672,1.11,9.4,16.44,1.21,4.1,,,
2026-09-15,Alaves,Valencia,SP1,2026-09-15 11:26,0.5806893494025542,0.2575824496307907,0.161728200966655,0.4459381127592836,0.507217754006964,1-1,0.5814096306812074,0.2571323130384559,0.1614580562803365,0.0104947526236881,0.1012743125419181,1.73,3.49,5.16,2.05,1.72,,,
2026-09-15,Bristol City,Lincoln,E1,2026-09-15 11:26,0.4895776493962889,0.2879877741253664,0.2224345764783447,0.4773473240673098,0.512567404042472,1-0,0.4896050788783337,0.2879716930822804,0.2224232280393858,0.0646725949878739,0.068075117370892,1.85,3.55,4.19,1.96,1.79,,,
2026-09-15,Middlesbrough,Millwall,E1,2026-09-15 11:26,0.6641122316753929,0.2202934297485979,0.1155943385760091,0.6061757376139891,0.5546055371327021,1-1,0.6650138729811846,0.2197264688532639,0.1152596581655513,0.0,0.1451378809869375,1.47,4.6,6.03,1.54,2.38,,,
2026-09-15,Falkirk,Hearts,SC0,2026-09-15 11:26,0.2239152681217814,0.2618919870546081,0.5141927448236104,0.5531500317281087,0.5876814744588931,1-1,0.2257675580370257,0.2608201362549117,0.5134123057080625,0.0,0.1758965047662278,3.76,3.64,1.89,1.7,2.07,,,
2026-09-15,Hibernian,Kilmarnock,SC0,2026-09-15 11:26,0.7215604119055422,0.1849990427836421,0.0934405453108157,0.6385596151849726,0.5516699134709315,2-1,0.7211403341677541,0.1851910681342019,0.093668597698044,0.1364829396325459,0.0,1.4,4.82,6.73,1.48,2.54,,,
2026-09-15,Motherwell,Aberdeen,SC0,2026-09-15 11:26,0.4894602806203444,0.2770119928606898,0.2335277265189658,0.5741230739679611,0.5752498141301428,1-0,0.4893376017294838,0.2770497128649464,0.2336126854055698,0.029673590504451,0.0,1.82,3.73,3.98,1.69,2.09,,,
2026-09-15,Elche,Real Madrid,SP1,2026-09-15 11:26,0.0686467804936896,0.1354112652014074,0.795941954304903,0.7012463200003753,0.5659644821341314,0-2,0.068867596123389,0.1352608196034894,0.7958715842731214,0.0,0.0472602739726027,11.64,7.39,1.2,1.3,3.43,,,
2026-09-16,Ath Madrid,Osasuna,SP1,2026-09-15 11:26,0.7285833069028939,0.1859907458111527,0.0854259472859534,0.5831393287679549,0.5108251634660523,2-0,0.7285833069028939,0.1859907458111527,0.0854259472859534,0.0,0.0,1.38,4.73,7.91,1.7,2.08,,,
2026-09-16,La Coruna,Sevilla,SP1,2026-09-15 11:26,0.3804131121532417,0.3142126549070913,0.305374232939667,0.3639856476967934,0.5190650902447506,1-1,0.3811593683893621,0.3137941432207866,0.3050464883898514,0.0086355785837651,0.0887049083382613,2.45,3.1,3.01,2.22,1.61,,,
2026-09-16,Barcelona,Santander,SP1,2026-09-15 11:26,0.8935393060573383,0.0766325799236421,0.0298281140190195,0.8487758717405545,0.563689248438278,4-1,0.8935145040779288,0.0766820443133032,0.0298034516087679,0.0396825396825396,0.0930232558139534,1.06,13.81,24.23,1.1,6.31,,,
2026-09-16,Levante,Ath Bilbao,SP1,2026-09-15 11:26,0.2407144409968052,0.2924431282718341,0.4668424307313608,0.528970236676131,0.5665313517173588,1-1,0.2407276309373726,0.2924363321185795,0.4668360369440477,0.0,0.0017316017316017,3.35,3.46,2.11,1.8,1.94,,,
2026-09-17,Betis,Getafe,SP1,2026-09-15 11:26,0.5691950858066912,0.2742658589473676,0.156539055245941,0.4488027784276339,0.4687168869134512,1-0,0.5697048451093414,0.2740249752267569,0.1562701796639016,0.0,0.1300108342361863,1.64,3.62,5.42,2.16,1.65,,,
2026-09-17,Malaga,Villarreal,SP1,2026-09-15 11:26,0.2392093388044422,0.2569249335505096,0.5038657276450481,0.596672566039649,0.6079204876756886,1-1,0.238983681235596,0.2570446194092455,0.5039716993551584,0.021680216802168,0.0,3.53,3.69,1.94,1.61,2.23,,,
